Chrom,Start,End,REL_217	REL_607	
NC_012967,4505981,4510242	0.9744192	0.9352265
NC_012967,4510250,4513763	0.9644179	0.9350982
NC_012967,4513776,4519823	0.9637837	0.9695717
NC_012967,4519833,4521696	0.9747719	0.9500805
NC_012967,4522184,4528764	0.9702128	0.9547113
NC_012967,4528775,4533987	0.9752494	0.9568304
NC_012967,4533988,4536440	0.9571778	0.9041598
NC_012967,4536459,4538927	0.9598866	0.9760940
NC_012967,4538942,4541404	0.9833469	0.8728676
NC_012967,4541407,4542598	0.9672544	0.9269521
NC_012967,4542601,4544720	0.9669656	0.9853705
NC_012967,4544724,4545363	0.9420970	0.9405321
NC_012967,4545364,4545572	0.9230769	0.9278846
NC_012967,4545580,4546030	1.0000000	0.7911111
NC_012967,4546043,4546079	0.0000000	1.0000000
NC_012967,4546085,4546427	0.8684211	0.9883041
NC_012967,4546443,4547916	0.9314324	0.9361846
NC_012967,4547919,4548506	0.9829642	0.7052811
NC_012967,4548507,4549069	0.9395018	0.9733096
NC_012967,4549080,4550721	0.9628276	0.9744058
NC_012967,4550736,4550798	0.5806451	0.9516129
NC_012967,4551312,4551814	0.9541833	0.9462152
NC_012967,4551819,4552116	0.8720539	0.9528620
NC_012967,4552120,4558733	0.9358839	0.9564494
NC_012967,4558736,4560846	0.9298578	0.9582939
NC_012967,4560863,4561605	0.8423181	0.9339623
NC_012967,4561606,4561919	0.7444090	0.9648562
NC_012967,4561922,4568693	0.9709053	0.9670655
NC_012967,4568697,4568801	1.0000000	0.8653846
NC_012967,4568834,4572759	0.9485350	0.9442038
NC_012967,4572766,4574419	0.9709619	0.9346642
NC_012967,4574443,4574545	0.9313725	0.6274510
NC_012967,4574556,4575262	0.9164306	0.8951842
NC_012967,4575277,4575391	1.0000000	0.9473684
NC_012967,4575406,4578509	0.9787303	0.8859168
NC_012967,4578517,4579332	0.9435583	0.9656442
NC_012967,4579336,4585696	0.9625786	0.9433962
NC_012967,4585697,4588998	0.9406241	0.9494092
NC_012967,4589000,4589333	0.6456456	1.0000000
NC_012967,4589335,4591462	0.9779031	0.9426422
NC_012967,4591470,4593239	0.9864330	0.9406444
NC_012967,4593257,4594393	0.9568662	0.9603873
NC_012967,4594397,4599792	0.9810936	0.9746061
NC_012967,4599804,4600779	0.9651282	0.9928205
NC_012967,4600791,4603675	0.9466019	0.9143550
NC_012967,4603695,4603793	0.7346939	0.8979592
NC_012967,4603810,4604854	0.9118774	0.9837165
NC_012967,4604857,4605222	0.9726027	0.8136986
NC_012967,4605230,4609345	0.9613609	0.9409478
NC_012967,4609349,4609693	0.8255814	0.7441860
NC_012967,4609699,4611317	0.9419036	0.9449938
NC_012967,4611318,4612884	0.9386973	0.9137931
NC_012967,4612906,4613382	0.9978992	0.8046219
NC_012967,4613394,4613501	0.9532710	0.7943925
NC_012967,4613503,4616910	0.9594952	0.8975638
NC_012967,4616920,4617635	0.9468532	0.9860140
NC_012967,4617640,4618116	0.9033613	0.9747899
NC_012967,4618117,4622147	0.9682382	0.9384615
NC_012967,4622148,4622428	0.9535714	0.9678571
NC_012967,4622433,4629805	0.9586272	0.9411286
